Word,Frequency
yobwereranso,1
siidapange,1
tawapezera,1
kyamba,1
lachiwiriri,1
zitayendere,1
iwone,1
lobwereranso,1
pazaganizo,1
adzachitikenso,1
ngosagwira,1
ukamatsika,1
sizimagwira,1
asadapalane,1
adadekherana,1
kuwalembetsa,1
tidayenera,1
chosekerera,1
chikutanthauza,1
wayendera,1
zobwereranso,1
sitikuyenda,1
amachepetsanso,1
mastitis,1
yotupitsa,1
losasamalirika,1
ikabereka,1
molasezi,1
gilisidiya,1
kusakanizako,1
siidakhutire,1
kusapikisana,1
chidalikonso,1
sizidzapikisana,1
zaimika,1
akuyendako,1
cholimbitsa,1
tiunikirane,1
wakudyanaye,1
wafodya,1
ganda,1
daka,1
apikisananso,1
ruben,1
chikupambana,1
tikukonzekera,1
sichisonyezo,1
chimaonetsa,1
laurence,1
zingamathandizane,1
kumalingalira,1
mokonda,1
kupyola,1
afodya,1
kaisi,1
angadzagwire,1
nkudzikhweza,1
chidzalowenso,1
sitingangoti,1
lingatsate,1
nchofunika,1
sichikutha,1
wopima,1
zikadaganiza,1
katsiwri,1
siyikutha,1
tiyisiye,1
kusinja,1
kumasinja,1
asadayakebe,1
mmama,1
chigayopo,1
waipa,1
akunga,1
mpandowutu,1
ngongomwa,1
mphando,1
msolo,1
magangaza,1
yakunga,1
imaphukira,1
posalola,1
kuyandama,1
mmidziyi,1
josamu,1
akazanga,1
mokuwa,1
imathamangira,1
ndikukayenda,1
ndisadzagone,1
kumwambako,1
nkukaona,1
lisagawe,1
adzatitenge,1
oyamwa,1
chisa,1
mbalamewopokerezedwa,1
mfuu,1
sungapirire,1
chikubwerera,1
ayimika,1
latopetsano,1
koyambirirawo,1
gilson,1
lingafale,1
uyimitse,1
njolomole,1
apezekanso,1
kunthembwe,1
kufalikiranso,1
mmadzindalama,1
kakusintha,1
angathananirane,1
mangale,1
azilimapo,1
amangogona,1
modabwa,1
imasokonekera,1
chikapitirira,1
chifalikira,1
zititukule,1
taphunzira,1
malefula,1
kilombero,1
wasinthanso,1
nkhalangoyo,1
ikuyanganira,1
mkhalangoyo,1
zapeza,1
siyikukokoloka,1
taponyamo,1
tikupangitsa,1
apumbwa,1
asisisi,1
atchete,1
njiwa,1
tinyimbo,1
kalele,1
zikudzigulira,1
chikudziwa,1
tizikakamirabe,1
atitengere,1
tilankhula,1
angaike,1
zosawakhudza,1
panozi,1
ndikumudikira,1
amatuma,1
chibwanazo,1
sangandiuze,1
anatifunsa,1
ndingamanene,1
timaimira,1
ausambula,1
akungogwiritsidwa,1
kududuka,1
kokera,1
adzaimirabe,1
wodzaimira,1
mwabuka,1
kobooo,1
yafukiza,1
buuu,1
kusalorerana,1
chichokere,1
wokutha,1
mchisankhocho,1
angayendere,1
nditsimikize,1
ndisayankhe,1
eseinhower,1
tilandirenso,1
adalandiridwa,1
ziwalembera,1
kumuyamitsa,1
chigayopa,1
timafike,1
chikalumpha,1
eleni,1
likungopanga,1
generation,1
akungana,1
aliyonse,1
sitikadya,1
sangabwerere,1
atayaka,1
ezelesi,1
wothodwa,1
adatsetserekera,1
pachigayopo,1
ndisake,1
udatheratu,1
amakatsutsa,1
zingazimitse,1
kumezedwa,1
adazima,1
magetsiwatu,1
andandana,1
pachigayopa,1
kugayisa,1
pachigayopatu,1
zidaonekenso,1
muhiriri,1
pachigayo,1
aimbabe,1
liwakweza,1
adabwezeretsa,1
tasanduka,1
kusuluka,1
mchigayo,1
chionetsetsa,1
makakawo,1
avule,1
adajambulidwa,1
chotsutsacho,1
kuvulitsa,1
mangani,1
laimitsadi,1
ikulankhula,1
posindika,1
apsepserezera,1
litsogolere,1
kukakambilana,1
azikauza,1
akasemphana,1
wokupha,1
imapempha,1
ayidulanso,1
akatiuza,1
sadziwika,1
azawo,1
keyala,1
muzifunika,1
drivers,1
zoopseza,1
sizofunika,1
nkuyitaya,1
adafanana,1
mwaphuma,1
tikuthamangira,1
loyimirira,1
adalembedwayo,1
sitikupereka,1
makadeti,1
wamulankhulira,1
nchiletso,1
zitupako,1
sandramu,1
azikatengera,1
kuonjezerako,1
ayionjezera,1
otengera,1
ionjezera,1
chopotokoledwa,1
amapangabe,1
masatifikite,1
timalanda,1
tikalimbikitsa,1
siwovomerezeka,1
siwothandiza,1
zazindikirika,1
zathinidwa,1
opangawa,1
athawire,1
lidakangana,1
namabvi,1
yaikuru,1
atasemphena,1
ayankhabe,1
imadikira,1
sindidachione,1
losanena,1
tikumemeza,1
asanatenge,1
roselyne,1
zidatipomboneza,1
sizimavuta,1
andisungire,1
akachipeza,1
ndimadziwana,1
ndachiona,1
asadasemphane,1
likadzatsatidwa,1
angasokoneze,1
osagona,1
asadafalikire,1
asdafike,1
siyidathandizidwe,1
imafooka,1
chodzadza,1
taletsanso,1
kulumpha,1
maitanidwe,1
akumulimbikitsa,1
yisiyanasiyana,1
sulodzera,1
umalimbikitsa,1
ukumulimbikitsa,1
imatuluka,1
amayimitsidwa,1
zimakhudzidwa,1
sichidagonjetsedwe,1
chimabweretsa,1
chigodolachi,1
lidachokera,1
mumafikanso,1
tiziromboti,1
amufuna,1
zikadyera,1
sizidwala,1
izozo,1
yudase,1
adzaimenso,1
sangadzapambane,1
zotulukamo,1
kudzalimbana,1
zimavutika,1
itolere,1
mpwayi,1
walimbikitsanso,1
nkuliwonera,1
umachedwa,1
yachedwerako,1
tigawirenso,1
sitidagwiritsire,1
lisongola,1
yafunthula,1
aunguze,1
ayambalo,1
atuwa,1
angovomereza,1
tidadalira,1
kapuchi,1
akaphike,1
tikuwagaira,1
walongeza,1
kukuganizira,1
tikukuma,1
ayambitsa,1
adzawaimire,1
likatsatidwa,1
wosafunira,1
isikariote,1
athiphwa,1
ayidula,1
tsikulamowa,1
tadabwa,1
mwaphoka,1
mwangwabila,1
ngingekemo,1
akuphupha,1
idatolera,1
adaitananso,1
silidaperekenso,1
limasula,1
kumusula,1
zitanthauzanji,1
tikungokamba,1
odl,1
adawasula,1
wochiimirira,1
ndalamakomanso,1
talepheranso,1
tidawayerekeza,1
akangaude,1
izizitheke,1
zidalizoti,1
tidagwirizanandi,1
likupitirizirabe,1
khobiri,1
organisationnthambi,1
hire,1
mituyathuikukoka,1
tikusowekera,1
tikuvutikabe,1
li,1
likufunikira,1
akungotambalala,1
mphunzitsimmodziakuphunzitsaana,1
zidalizongopatsidwa,1
mwandalamazo,1
zokwaniritsiralotoli,1
ofid,1
komansoopec,1
gpe,1
partnership,1
kuchokeraku,1
nchotidziko,1
atatuta,1
tikufufuzabe,1
akumusakaza,1
kudavumbuluka,1
logumula,1
nano,1
amuchitire,1
kushopuko,1
idadabwitsa,1
mukumuwawa,1
pagalasi,1
kumadziyanganira,1
imazindikiridwa,1
kumadziyeza,1
zotupa,1
mmapezeka,1
ndidafotokoza,1
tikupenekera,1
rabson,1
kudamwalira,1
zophwanya,1
idathyoledwayo,1
akumukayikira,1
lawasula,1
zizidzadza,1
zosulira,1
kukapitiriza,1
wadabwa,1
adzabweza,1
kwaaphunzitsi,1
akugenda,1
umbandawo,1
nsaima,1
kabuthu,1
tikumuganizira,1
zochulutsa,1
lachidule,1
kukadabweretsa,1
chipanich,1
awunike,1
latengera,1
posakhutira,1
adzachiimire,1
mapulayimale,1
lakwiyitsa,1
adzamuthothola,1
sangakwanitsa,1
mkumba,1
nkuunikapo,1
angochotsa,1
aphatikizana,1
adaganizapo,1
chidalembetsedwa,1
chidzapereke,1
kaliwo,1
gustave,1
chidapangitsa,1
nkuchigawo,1
amunandife,1
osamvekanso,1
nkupweteka,1
kumangokweza,1
popangira,1
papite,1
yapupuluma,1
adadandaulanso,1
idakwezanso,1
chikwezereni,1
moperewera,1
azapereka,1
orton,1
isadakwezenso,1
ikhumudwitsa,1
kodula,1
mdzinali,1
zalembedwa,1
yawathera,1
akusowantchito,1
komaaphunzitsi,1
mphunzitsimmodzi,1
lofananilako,1
sangavomere,1
pokaperekeza,1
chidalandira,1
chibweze,1
kukawathandiza,1
adandidandaulira,1
anyamulidwe,1
chitenge,1
zizigwiritsidwa,1
kungochedwetsa,1
ndikukaperekanso,1
amangoyenera,1
ndikhonzabe,1
posagwiritsanso,1
nkumagwiritsa,1
kusawalowetsa,1
zokudza,1
akuchidzudzula,1
poperekeza,1
timaigwiritsira,1
mmmh,1
nkhotakoka,1
amasowekera,1
lilongwelo,1
unga,1
amakatsanzikana,1
aj,1
adzalephere,1
azikopa,1
kudzambuka,1
chidzachita,1
chiwerengerocho,1
ataukira,1
wodzambatuka,1
yowaonetsa,1
kudziyesa,1
siyinathe,1
idzakhaleko,1
wopambanayo,1
imapinga,1
zidzatithandiza,1
zosankhira,1
adzachitika,1
sichidabwere,1
chingadzetse,1
atakasumira,1
pammalo,1
karen,1
valabu,1
akatundu,1
timafunsa,1
kumafufuza,1
udalankhula,1
atafunidwa,1
ndicheuke,1
sadanditengere,1
adandilipitsa,1
udalembetsedwa,1
atilembere,1
mudatsala,1
mzipanizo,1
titsimikiza,1
ndapezeka,1
muzindifunsa,1
mungopitako,1
chosemphana,1
sizikulolerana,1
zingabale,1
sitikuwadziwa,1
makampeni,1
anayishosha,1
akadzachitika,1
thunga,1
titadutsa,1
atithamangitsako,1
kuishosha,1
chizichokera,1
akavotenayenso,1
ochitsogolera,1
adzachitsogolere,1
nkuyandikira,1
kudzathandizana,1
zoitanidwazo,1
itabuka,1
mkuwe,1
apmchakale,1
ithamangitsa,1
kudzachiyimira,1
chitamanga,1
chikakonzekera,1
asagawe,1
umakhalapo,1
wodzimbuka,1
asathawitse,1
chikapanga,1
odzawaimira,1
chimadzipatsa,1
nkudzipatsa,1
kutalongosoledwa,1
chikhatho,1
lakumanzere,1
ataimirira,1
kumadziona,1
lapakhoma,1
chikadzatha,1
ndzakudandaula,1
yowinira,1
adamufinya,1
sindimakondwa,1
lamaimbidwe,1
chachilimbikitso,1
uzikhudza,1
ndimawonetsetsa,1
malesa,1
zobereka,1
sichidule,1
akuponderezedwa,1
azindikiridwa,1
kuziwalo,1
akhansa,1
petani,1
akungotionongera,1
dzomwe,1
sizimupatsa,1
w,1
chamkono,1
chisoti,1
kusololetsa,1
kachilendo,1
mukumveka,1
momvetserera,1
lakumanja,1
kubwerezanso,1
wakumanja,1
imayankha,1
anandigwira,1
matthews,1
vakavu,1
lankunkhuniza,1
akuwagwirabe,1
umaphwanya,1
vakabuapolisi,1
munyimbozi,1
mmanganja,1
angachedwe,1
kusamulepheretse,1
ukuyichita,1
ufuluyi,1
zikutukula,1
sindikopera,1
sanakhutire,1
zidzachititse,1
azafika,1
suweni,1
tikudziwe,1
azizikonda,1
zothyakukaku,1
pamaimbidwe,1
othwanima,1
ndiwavinitsa,1
ndikhazikitsa,1
idandifikitsa,1
achitulutsa,1
yophodera,1
pabungwe,1
ndimalimbikitsanso,1
kupatura,1
kukanema,1
achisale,1
mmapwando,1
zochikhazikitsa,1
akutsatizana,1
koyendetsa,1
komishoniyo,1
ikapeza,1
appointment,1
dzko,1
imaperka,1
akangokolana,1
pazosatira,1
okhanza,1
akanatula,1
zikanakhala,1
adzachotse,1
kamchedzera,1
garton,1
tingagonjetsera,1
sikovomerezeka,1
sikusiyana,1
kopemphera,1
yopambana,1
khirisimasiyi,1
sizingasokoneze,1
akachenjedewa,1
alemekeze,1
akachenjede,1
chikhamu,1
psakhale,1
lichitira,1
sunduzwayo,1
kapmeni,1
silinaikidwe,1
yoimaima,1
lofikako,1
chimasonkhana,1
adzidzimuka,1
wokuwayo,1
sanavale,1
nkuchititsa,1
zandikwiyitsa,1
amudzudzule,1
osatsimikizika,1
chipongwechi,1
povula,1
ndimapereka,1
ndakwera,1
uyanja,1
pothangatira,1
ireen,1
mokumanirana,1
zikaikidwa,1
kumaposa,1
kulimbikitsidwa,1
kabambe,1
nkupemphera,1
asathamangire,1
yomudziwa,1
azidekha,1
akungochita,1
kukaikiridwa,1
zidandikopa,1
azacheze,1
amalipa,1
atakopeka,1
tinkangocheza,1
makomishonayo,1
zokhomazi,1
akafikitse,1
tiuza,1
sitiweruza,1
atavula,1
akamuitana,1
zidachitira,1
zisabwekere,1
mutharikaadati,1
chiwalambalala,1
zikusonkhezera,1
zikometsere,1
zikuphedwa,1
zifuyo,1
adabadwanso,1
amakayambira,1
chitakuta,1
khirisimasilo,1
chimakathera,1
laliwisili,1
chirombo,1
kuyimira,1
udfadapeza,1
nkukamalizira,1
nchosavomerezeka,1
posayendetsa,1
zawookhawo,1
levelend,1
khwechani,1
shaibu,1
zadpp,1
kalowongoma,1
zodzigulitsira,1
chidaononga,1
yondichenjeza,1
lidatembenuza,1
monyodola,1
ziyike,1
zikamatere,1
zipewe,1
ntchitoza,1
archibald,1
lachinayili,1
khirisimasili,1
kungasokoneze,1
pokometsera,1
angasankhepo,1
chisiyana,1
khirisima,1
kogulako,1
sitidagule,1
chofalitsa,1
chikukulirakulira,1
osapewa,1
adakhululukira,1
kumachimo,1
adzatifere,1
potitumizira,1
desembala,1
kafika,1
chingakhalepo,1
nkutsitsira,1
kankhwiru,1
njerina,1
tayilowa,1
nkudyera,1
sadaonepo,1
pachisangalalo,1
nkusangalala,1
manyado,1
fumani,1
makosa,1
mfumuyu,1
takonzekera,1
tikuchilowachi,1
tigwirire,1
nkuchalirira,1
tidakwanitsa,1
abwezeretsedwa,1
zamasulidwa,1
namatapa,1
blantyreakukusonyeza,1
malipotimaka,1
tithandizenianthu,1
azibweretsa,1
satetezedwa,1
chipanibingu,1
wakumbutsira,1
waloza,1
chikuchoka,1
tidzavotera,1
chikusokoneza,1
chipasupasuchi,1
kuchiwonongeko,1
mutharikandikumupatsa,1
agawikana,1
zimapindulira,1
chidzilabadira,1
zimakakamiza,1
sichikonza,1
ix,1
vii,1
vi,1
zisanatuluke,1
ndikukamulembetsa,1
sadatuyukire,1
tikutsimikizirika,1
wayambiranso,1
adatulira,1
adawatenganso,1
maudindowa,1
akunenapo,1
chikhalilecho,1
akumaponya,1
ambandawa,1
kufandiko,1
poopsetsetsa,1
linyoka,1
tikuwakaikira,1
kuneneza,1
ndinjira,1
kungotambasula,1
nditatsiriza,1
sakupa,1
lalosera,1
adaitchaila,1
amwa,1
concourt,1
kwanzaka,1
akugwiriridwa,1
chimafooka,1
aletsedwa,1
zakusokonekera,1
agonekedwa,1
aupanduwo,1
adakachititsa,1
limadziwika,1
zidakathyolanso,1
mbavazo,1
nkutchola,1
zidazunguza,1
chibwezo,1
zikumangomveka,1
wageniyu,1
ndikumulanda,1
amukhapa,1
zangoyamba,1
akubawa,1
zidaswa,1
chikula,1
aziwasuntha,1
amakatulako,1
wapafupifupi,1
patatsala,1
owaphunzitsa,1
zizikonza,1
imaonongeka,1
sizionana,1
asamaononge,1
azimuchotsa,1
wolemekeza,1
kupitiliza,1
truwa,1
dalaivalayu,1
adangonyamulidwa,1
adamanganso,1
tikuwaona,1
mliliwu,1
likuchitako,1
kwachingwe,1
mabeseni,1
caswel,1
awadziwitse,1
kuiperanso,1
adanyamulamo,1
atagwetsa,1
njuli,1
asamujambule,1
nkumakana,1
sadamusiye,1
pakanemapo,1
alimande,1
ikuzungulira,1
choledzera,1
galimotolo,1
ndemangayi,1
aikira,1
chikulakwitsa,1
lakuthamanga,1
zingasiye,1
likadasiya,1
akangokalasula,1
akulijejemetsa,1
adatoledwa,1
kudakulanso,1
yamuchotsa,1
ndizosemphana,1
lodzaima,1
chodzitengera,1
nsonda,1
makwangala,1
gorge,1
adaliri,1
siabwenzi,1
kumangidwamangidwa,1
sadachoke,1
akulandiridwa,1
adaonedwa,1
kudadziwika,1
kungapereke,1
posauza,1
udfchimodzimodzi,1
azitsanzika,1
madaivala,1
zisamafooketse,1
nkukawaika,1
malecheleche,1
chidalamulapo,1
mosatsutsidwa,1
mcpkupereka,1
machokedwe,1
akaonetsa,1
olowerawa,1
sadziyezedwa,1
kubindikiza,1
sakuwabindikiza,1
nkhanyiyi,1
amadzatula,1
sichidabale,1
kadaopsa,1
pimani,1
sitidalakwitse,1
silingaike,1
chigwenembe,1
telephorous,1
nocma,1
oil,1
sakumwa,1
pachipanicho,1
uchitikira,1
sachititsanso,1
akatera,1
icc,1
criminal,1
hassan,1
chokakamizidwa,1
zizindikirozo,1
msonkhono,1
silingakhudzidwe,1
siidalakwe,1
idapepha,1
ndiosakwanira,1
ndiwokwana,1
sangasinthe,1
chiwopsezo,1
usachitikenso,1
iwonetsetsa,1
lisaphwanye,1
akudadandaula,1
ikayandikira,1
wosadalirika,1
chikhosi,1
msishakuchoka,1
zasadabuzika,1
adayezedwa,1
achichewawa,1
mithini,1
ndiwachingoni,1
chichewo,1
zidamuumbudza,1
poumbudza,1
wosamuka,1
adalisankha,1
mbom,1
osapitilira,1
oyezera,1
lidzionetsetsa,1
belewa,1
chimawavuto,1
swahili,1
akumayendayenda,1
asafalitse,1
wokondwerera,1
atsekulidwenso,1
adawatseka,1
malitchi,1
chadzanso,1
uzioneka,1
imasanduka,1
zikhudze,1
awonetsetsanso,1
zakutsekulidwa,1
titsimikize,1
amangotuluka,1
likuwasunga,1
sanafune,1
obwererawo,1
kusasokoneze,1
waundunawu,1
nkutsimikizika,1
lidapotoza,1
kusabweretse,1
wapitawu,1
kulandiranso,1
limyembekeza,1
chatumphuka,1
yakolera,1
ukusowetsa,1
itchoke,1
apimidwe,1
umatsindika,1
atitsina,1
amayerekeza,1
kanjiwa,1
adakasononeza,1
maloko,1
losungitsa,1
zidangokambirana,1
zikapezeka,1
amakawedza,1
alekere,1
tingodikira,1
agulewo,1
amangokamba,1
pachitsitsimutso,1
wamvetsedwa,1
timalipiritsa,1
siyidafike,1
wangopsa,1
zidzapikisane,1
zidzalimbane,1
zitengetsana,1
udatheka,1
litakatenga,1
ndimaina,1
nkudzipachika,1
lidazemba,1
adangotsala,1
losaoneka,1
sichidaye,1
chikuyembezeka,1
chidzalingane,1
asainire,1
ziyembekeza,1
lidapambanitsa,1
wosakhazikika,1
atatengedwera,1
asathinane,1
akasungidweko,1
anatopa,1
ndipepese,1
asaonekenso,1
tikuwalandirira,1
iziunikira,1
adzasainira,1
nkachilomboko,1
adatiyeza,1
chifikireni,1
kudzawolokera,1
akhamukira,1
amawadziwa,1
chibwerezedwe,1
nzofanana,1
asanathawe,1
akugwiriziza,1
chagawika,1
akukumata,1
omuzungulira,1
chindunji,1
lidziuza,1
woliyankhulira,1
silikulabada,1
kuzisanduliza,1
itamangenso,1
atadikha,1
siikugwirizana,1
sakuganiza,1
chaponya,1
baziliyo,1
ca,1
lidziunikira,1
clinton,1
hilary,1
mtsogleri,1
akajuwe,1
yawononga,1
siigwiritsa,1
ndikapanda,1
ndichiyambi,1
zikanthawe,1
kanyasho,1
kambauwa,1
mvalo,1
usi,1
nkusa,1
asilikari,1
likane,1
geroge,1
wayanga,1
mpuno,1
sizingatipindulire,1
zizichita,1
ndiyoyenera,1
ungakonze,1
litangotsiriza,1
lidamwalira,1
lidabadwira,1
amachionera,1
nsondole,1
kwachoka,1
sindiyenso,1
zikutsutsula,1
kusiira,1
kudabukanso,1
posafooka,1
womutsatirayo,1
adavomerezedwa,1
sizingapatse,1
akwawira,1
angasokonekere,1
akawafungatira,1
angamubalire,1
amasinkhasinkha,1
ndizosadabwitsa,1
waumanga,1
akudziwitsa,1
akadziotche,1
chidamuchotsa,1
nzosemphana,1
mpuyo,1
osamadabwa,1
sitikavota,1
mukadzamva,1
amatifuna,1
wasamuka,1
kwavulaza,1
kumamvetsa,1
idawerengedwa,1
chikungokwera,1
chibaluwachi,1
chindiwo,1
sikumudzi,1
umangokonza,1
sakuyeneranso,1
nakhalu,1
mulimi,1
tiyanjane,1
ndikukakamiza,1
tikakamizabe,1
uyesetsa,1
ukugwirizana,1
zikudandaulitsa,1
sumalimbana,1
zounikira,1
lisanyozere,1
titumikire,1
ndionetsetsa,1
kuwalako,1
kantchito,1
zigwirizane,1
okhazikitsa,1
udapitiriranso,1
ikadakonda,1
sidalakwitse,1
patuluke,1
molalata,1
limangoyankha,1
kutuluke,1
lingayankhepo,1
likadayankha,1
atsogolera,1
kumagonapo,1
amafunsana,1
utangotuluka,1
nkumaninkha,1
mccarthy,1
sangayankhire,1
yamukulira,1
amayimirira,1
osadalilika,1
akumulipira,1
cdedi,1
zaonetseratu,1
itsekedwe,1
adzalola,1
ikadzalakwira,1
lonsemwamuna,1
kupatsidwanso,1
poimirira,1
ngosadalilikaakadaulo,1
bwanamkubwalo,1
zikukhudzana,1
sangaikepo,1
mukasa,1
idatulutsanso,1
awerenge,1
sitingati,1
mohammed,1
angodikira,1
angodikirira,1
chikutsimikiza,1
pachilichose,1
mpongozi,1
nancy,1
asankhamo,1
sadaliponye,1
akuvutikanso,1
siuyenda,1
ukakumana,1
wokhapikakhapika,1
yosiririka,1
yonyika,1
asamagwiritse,1
usamasweke,1
tenti,1
posafika,1
akuyanika,1
kumauyanika,1
zimaitana,1
zimaola,1
tidafalikira,1
kakusowa,1
zisadache,1
auyanike,1
amatunga,1
amathotholeratu,1
oonongeka,1
mphwemphwa,1
asankhemo,1
wathotholawo,1
ayanike,1
kungounjika,1
umangogulitsa,1
uzipitidwa,1
kuwayanganitsa,1
pozondotsa,1
asadauthothole,1
kuuyanika,1
asase,1
umaphonyana,1
neston,1
kusanjidwa,1
abwerepo,1
ndikumachita,1
ndafukula,1
amakumalipa,1
sakutsatira,1
osawathirira,1
amadumpha,1
wasungako,1
kupserera,1
padamu,1
sathirira,1
amakhalitsa,1
akaphimbira,1
drip,1
ocheperapo,1
pophimbira,1
kamadzi,1
akhalitse,1
amapezapo,1
gavi,1
kaitane,1
usathere,1
ukubereka,1
ikafike,1
kumaphunzitsana,1
titukulane,1
osakumana,1
yocheperapo,1
kuphwereratu,1
akachepa,1
sizikupeza,1
kumathirira,1
amapatutsako,1
eneless,1
limeli,1
idah,1
litaloleza,1
pokanzidwa,1
zizifika,1
luangwa,1
zonsamveka,1
wobadwa,1
silikulemekeza,1
kumana,1
akungoyamika,1
likutseka,1
aikirapo,1
sadamulole,1
atawamanga,1
kumaliseche,1
zotulutsira,1
kaka,1
gadama,1
otsutsana,1
zisadavute,1
kumukokolola,1
atulutsidwe,1
bomba,1
litampatsa,1
wachibadwe,1
kusamvera,1
kunganyanyule,1
amakaniziridwa,1
akuyika,1
chodzapambana,1
akuyambitsanso,1
kuyika,1
silopusa,1
zowapewera,1
musatafa,1
tingathandizirane,1
mmagalimoto,1
samamangidwa,1
kumumanganso,1
yosasayinidwa,1
sangangomanga,1
chachipatala,1
wodikira,1
sindale,1
weniweniwo,1
magoya,1
maphata,1
uume,1
timene,1
utakhwima,1
umagwidwa,1
wosakhwima,1
sukupitidwa,1
akamakhapa,1
zikhokho,1
chikankheni,1
damangidwa,1
pazamalamulo,1
awanenera,1
akunenayo,1
likapemphedwa,1
silikuimira,1
kumuotchera,1
watulutsidwa,1
azingomutumizira,1
chodziwikiratu,1
chikuika,1
wogulitsidwa,1
isamapeze,1
silichoka,1
aflatoxin,1
adzikaonekera,1
ndikumukhapa,1
watidyetsa,1
susangalatsa,1
sizinaoneke,1
ankaganizako,1
ankadziwa,1
limatembenuka,1
dzikotu,1
muyereka,1
munanditukwana,1
munandinyoza,1
mudzichotsa,1
fayilo,1
tikhululukireni,1
tizimvapo,1
navo,1
muticheka,1
posasimbika,1
akwezanso,1
chiyambe,1
munkhokwe,1
tisayangane,1
awagulitsire,1
kunkhokwe,1
sichaboma,1
chimasungidwa,1
pamenetu,1
ndiyovutirapo,1
ndichomwe,1
likukweza,1
mindful,1
own,1
ndalakwitsa,1
tuvana,1
mpoti,1
chidasamutsidwa,1
dzisanthuleni,1
ndikukupemphani,1
ochepera,1
chikonzerocho,1
idzatsogolera,1
chikudikira,1
malingalirowo,1
ladzutsa,1
vanu,1
achitaye,1
lidzayamba,1
chidzakhalepo,1
adaonapo,1
adaitenga,1
pazokonzekera,1
nkulibwenzanso,1
ikabwerera,1
adzawalipira,1
vingerezi,1
succeed,1
crumble,1
darkness,1
straight,1
majajiwo,1
likonzekere,1
tamando,1
mukapezeka,1
likana,1
chipitirirebwalo,1
lalira,1
batcha,1
akuzyolika,1
shad,1
chokani,1
simukukwanira,1
silidagamule,1
mumvetsetse,1
umvedwe,1
zikusoweka,1
liikidwe,1
zipilirabe,1
anakonza,1
sindikuchoka,1
mutharikayo,1
chimangali,1
mphako,1
chidzapitirire,1
chovomerezeka,1
mofunikiramo,1
ndaunikira,1
lisanasankhidwe,1
nkusandutsa,1
tinawafunsa,1
sadapereka,1
asaphwe,1
mosapyola,1
umadonthetsera,1
kutaika,1
umachepetsa,1
mwepa,1
malinganana,1
kutayika,1
lilingalire,1
mmakanalo,1
mmakhwawa,1
adakathiriridwa,1
osachepetsa,1
akudumpha,1
nkudzawathirira,1
zalembera,1
zitathina,1
ndiwodalirirka,1
wotchipa,1
mkhokwe,1
chikusungidwa,1
pamotokapito,1
adzayendetsenso,1
chimakanitsitsa,1
chidakonzeka,1
nkupeleka,1
adamvana,1
nkusankhapo,1
nkuwaunika,1
tisankha,1
tipanga,1
chipereke,1
kukweraku,1
changata,1
chimbeta,1
akufunikawo,1
lidavomerezana,1
litambasule,1
adakapempha,1
tiadasankha,1
silinakhazikike,1
kopeleka,1
nkutuekera,1
tipha,1
asadalakawe,1
owakambirana,1
zikapereka,1
akawakambiranetu,1
idawunikira,1
kopitiriza,1
yatipeza,1
makhotiyo,1
amakhoti,1
isadayalule,1
asosola,1
helemesi,1
inkosiyi,1
chachingoni,1
adzivala,1
ulipowo,1
azitumizidwa,1
yadziko,1
kumangopululuka,1
asilikaliwo,1
mtachi,1
adasonyezanso,1
kwelepeta,1
angosankhidwa,1
limaneneratu,1
sanatchule,1
atatsekulidwa,1
ndidauzanso,1
atsekule,1
itadziwitsa,1
imavutitsa,1
osavinira,1
kosalowedwa,1
pamatenda,1
chosiya,1
wasosola,1
yasukulu,1
adalongedwa,1
akungomvera,1
pakulakwika,1
akamuvinire,1
gomaniko,1
tidzimutumiza,1
adapikisanapo,1
iwakantha,1
siyidatsimikizike,1
akwangulire,1
tikawakumbutse,1
tidadutsamo,1
tikumbutse,1
othandizana,1
atengetsana,1
itsekedwa,1
zizunza,1
zikuomba,1
akwangula,1
lazaru,1
samani,1
tikuyesetsabe,1
nra,1
chisanathe,1
zimalizika,1
mmigwirizanoyo,1
pakupezeka,1
likukula,1
phinias,1
laopseza,1
kauma,1
sachotsa,1
wolumikizana,1
silikunena,1
wotsagana,1
zokhota,1
chiongolero,1
kusasainako,1
adasanha,1
kuntsaira,1
bintony,1
sanga,1
kudafikanso,1
ndaliwerenga,1
ndinatuluka,1
akubweranso,1
atalengeza,1
kumakhonsolo,1
younikiranso,1
lisanadutse,1
itawerengetsera,1
amakwawa,1
kwatsekedwa,1
adasinkha,1
akusamuka,1
aphera,1
calista,1
sakukhulupira,1
amamudzoza,1
adakapalamula,1
titamutchaira,1
olileolile,1
wosokoneza,1
wapemphabe,1
kwatcholedwa,1
mkubwa,1
wapakira,1
mchigamulocho,1
mongawaula,1
zosatsata,1
silidalakwe,1
zokolana,1
oweruzawo,1
mchigamulo,1
adayendetsera,1
lidagamulanso,1
silidayendetse,1
adzavotenso,1
chichitikabe,1
zongobwereza,1
sakufunaso,1
ndikuwauza,1
ofotokozawo,1
likatsekula,1
silingalole,1
molemekezana,1
zililakhasu,1
adzamuvinire,1
msabayi,1
ndimatsata,1
chakusintha,1
lachitukuko,1
titsekule,1
tawaphera,1
tikawaitana,1
cholambula,1
mwandidziwitsa,1
tidziwauza,1
kumulangiza,1
nkumufunsa,1
adaitanitsapo,1
sumati,1
adziulonga,1
asadzamvenso,1
atsekedwe,1
tilikonde,1
wolola,1
zionetse,1
awirira,1
mchotseni,1
otsekedwa,1
chishango,1
mkondo,1
